date,homeTeam,visitingTeam,scoreDifference,gamesPlayedInSeason
19910412,Toronto Blue Jays,Milwaukee Brewers,1,5,4
19910412,Chicago Cubs,Pittsburgh Pirates,-2,4,4
19910412,Houston Astros,San Francisco Giants,1,4,4
19910412,Los Angeles Dodgers,San Diego Padres,-2,3,4
19910412,Philadelphia Phillies,St. Louis Cardinals,7,4,4
19910413,Boston Red Sox,Cleveland Indians,4,5,5
19910413,Detroit Tigers,Chicago White Sox,-3,5,4
19910413,Kansas City Royals,New York Yankees,-1,5,5
19910413,Oakland Athletics,Seattle Mariners,2,5,5
19910413,Texas Rangers,Baltimore Orioles,-7,4,4
19910413,Toronto Blue Jays,Milwaukee Brewers,-4,6,5
19910413,Chicago Cubs,Pittsburgh Pirates,4,5,5
19910413,Cincinnati Reds,Atlanta Braves,-2,4,3
19910413,Houston Astros,San Francisco Giants,-14,5,5
19910413,Los Angeles Dodgers,San Diego Padres,-3,4,5
19910413,Philadelphia Phillies,St. Louis Cardinals,2,5,5
19910414,Boston Red Sox,Cleveland Indians,-6,6,6
19910414,Kansas City Royals,New York Yankees,2,6,6
19910414,Oakland Athletics,Seattle Mariners,1,6,6
19910414,Texas Rangers,Baltimore Orioles,12,5,5
19910414,Toronto Blue Jays,Milwaukee Brewers,9,7,6
19910414,Chicago Cubs,Pittsburgh Pirates,2,6,6
19910414,Cincinnati Reds,Atlanta Braves,-11,5,4
19910414,Houston Astros,San Francisco Giants,5,6,6
19910414,Los Angeles Dodgers,San Diego Padres,-2,5,6
19910414,Philadelphia Phillies,St. Louis Cardinals,-4,6,6
19910415,Boston Red Sox,Cleveland Indians,-1,7,7
19910415,Detroit Tigers,Toronto Blue Jays,-1,6,8
19910415,Milwaukee Brewers,Baltimore Orioles,-5,7,6
19910415,New York Yankees,Chicago White Sox,-1,7,5
19910415,Seattle Mariners,Minnesota Twins,4,7,7
19910415,Atlanta Braves,Houston Astros,-2,5,7
19910415,Chicago Cubs,Philadelphia Phillies,1,7,7
19910415,Pittsburgh Pirates,New York Mets,-6,7,8
19910415,San Diego Padres,Cincinnati Reds,1,7,6
19910415,San Francisco Giants,Los Angeles Dodgers,-1,7,6
19910416,Boston Red Sox,Kansas City Royals,3,8,7
19910416,Cleveland Indians,Texas Rangers,-2,8,6
19910416,Detroit Tigers,Toronto Blue Jays,4,7,9
19910416,New York Yankees,Chicago White Sox,-1,8,6
19910416,Seattle Mariners,Minnesota Twins,3,8,8
19910416,Atlanta Braves,Houston Astros,6,6,8
19910416,Chicago Cubs,Philadelphia Phillies,1,8,8
19910416,Pittsburgh Pirates,New York Mets,2,8,9
19910416,San Diego Padres,Cincinnati Reds,-1,8,7
19910416,San Francisco Giants,Los Angeles Dodgers,2,8,7
19910417,Boston Red Sox,Kansas City Royals,4,9,8
19910417,Detroit Tigers,Toronto Blue Jays,1,8,10
19910417,Milwaukee Brewers,Baltimore Orioles,4,8,7
19910417,New York Yankees,Chicago White Sox,9,9,7
19910417,Seattle Mariners,Minnesota Twins,1,9,9
19910417,Atlanta Braves,Houston Astros,-1,7,9
19910417,Chicago Cubs,Philadelphia Phillies,3,9,9
19910417,Pittsburgh Pirates,New York Mets,4,9,10
19910417,San Diego Padres,Cincinnati Reds,-4,9,8
19910417,San Francisco Giants,Los Angeles Dodgers,-4,9,8
19910418,Boston Red Sox,Kansas City Royals,1,10,9
19910418,Chicago White Sox,Detroit Tigers,-16,8,9
19910418,Cleveland Indians,Texas Rangers,-7,9,7
19910418,Milwaukee Brewers,Baltimore Orioles,1,9,8
19910418,Pittsburgh Pirates,Chicago Cubs,-1,10,10
19910418,San Diego Padres,Los Angeles Dodgers,5,10,9
19910419,Baltimore Orioles,Texas Rangers,5,9,8
19910419,Milwaukee Brewers,Toronto Blue Jays,-3,10,11
19910419,New York Yankees,Kansas City Royals,2,10,10
19910419,Seattle Mariners,Oakland Athletics,4,10,11
19910419,Atlanta Braves,Cincinnati Reds,-5,8,9
19910419,Pittsburgh Pirates,Chicago Cubs,1,11,11
19910419,San Diego Padres,Los Angeles Dodgers,-4,11,10
19910419,San Francisco Giants,Houston Astros,3,10,10
19910419,St. Louis Cardinals,Philadelphia Phillies,2,10,10
19910420,Baltimore Orioles,Texas Rangers,-1,10,9
19910420,Chicago White Sox,Detroit Tigers,-1,9,10
19910420,Cleveland Indians,Boston Red Sox,-1,10,11
19910420,Milwaukee Brewers,Toronto Blue Jays,-2,11,12
19910420,New York Yankees,Kansas City Royals,-3,11,11
19910420,Seattle Mariners,Oakland Athletics,1,11,12
19910420,Atlanta Braves,Cincinnati Reds,-3,9,10
19910420,Pittsburgh Pirates,Chicago Cubs,6,12,12
19910420,San Diego Padres,Los Angeles Dodgers,2,12,11
19910420,San Francisco Giants,Houston Astros,4,11,11
19910420,St. Louis Cardinals,Philadelphia Phillies,11,11,11
19910420,St. Louis Cardinals,Philadelphia Phillies,-1,12,12
19910421,Chicago White Sox,Detroit Tigers,1,10,11
19910421,Milwaukee Brewers,Toronto Blue Jays,3,12,13
19910421,Seattle Mariners,Oakland Athletics,5,12,13
19910421,Atlanta Braves,Cincinnati Reds,1,10,11
19910421,Pittsburgh Pirates,Chicago Cubs,1,13,13
19910421,San Diego Padres,Los Angeles Dodgers,-6,13,12
19910421,San Francisco Giants,Houston Astros,1,12,12
19910421,St. Louis Cardinals,Philadelphia Phillies,1,13,13
19910422,Boston Red Sox,Toronto Blue Jays,2,12,14
19910422,Chicago White Sox,Baltimore Orioles,1,11,11
19910422,Cleveland Indians,Kansas City Royals,6,11,12
19910422,Minnesota Twins,Oakland Athletics,1,13,14
19910422,New York Yankees,Detroit Tigers,-5,12,12
19910422,Houston Astros,Cincinnati Reds,1,13,12
19910422,Los Angeles Dodgers,Atlanta Braves,-6,13,11
19910422,San Francisco Giants,San Diego Padres,-2,13,14
19910422,St. Louis Cardinals,Chicago Cubs,1,14,14
19910423,Boston Red Sox,Toronto Blue Jays,3,13,15
19910423,Chicago White Sox,Baltimore Orioles,6,12,12
19910423,Cleveland Indians,Kansas City Royals,-6,12,13
19910423,Milwaukee Brewers,Texas Rangers,-1,13,10
19910423,Minnesota Twins,Oakland Athletics,-2,14,15
19910423,New York Yankees,Detroit Tigers,5,13,13
19910423,Houston Astros,Cincinnati Reds,-2,14,13
19910423,Los Angeles Dodgers,Atlanta Braves,-4,14,12
19910423,Philadelphia Phillies,New York Mets,-1,14,14
19910423,San Francisco Giants,San Diego Padres,-1,14,15
19910423,St. Louis Cardinals,Chicago Cubs,2,15,15
19910424,Boston Red Sox,Toronto Blue Jays,-5,14,16
19910424,Chicago White Sox,Baltimore Orioles,-4,13,13
19910424,Cleveland Indians,Kansas City Royals,-2,13,14
19910424,Milwaukee Brewers,Texas Rangers,-6,14,11
19910424,Minnesota Twins,Oakland Athletics,3,15,16
19910424,Houston Astros,Cincinnati Reds,1,15,14
19910424,Los Angeles Dodgers,Atlanta Braves,4,15,13
19910424,Philadelphia Phillies,New York Mets,-4,15,15
19910424,San Francisco Giants,San Diego Padres,5,15,16
19910424,St. Louis Cardinals,Chicago Cubs,-1,16,16
19910425,Milwaukee Brewers,Texas Rangers,8,15,12
19910425,Minnesota Twins,Seattle Mariners,1,16,16
19910425,Toronto Blue Jays,Detroit Tigers,1,17,14
19910425,Cincinnati Reds,Chicago Cubs,2,15,17
19910425,Los Angeles Dodgers,San Francisco Giants,6,16,16
19910425,Philadelphia Phillies,New York Mets,2,16,16
19910426,Baltimore Orioles,Milwaukee Brewers,-1,14,16
19910426,Chicago White Sox,New York Yankees,-1,14,14
19910426,Kansas City Royals,Boston Red Sox,2,15,15
19910426,Minnesota Twins,Seattle Mariners,6,17,17
19910426,Texas Rangers,Cleveland Indians,-3,13,14
19910426,Toronto Blue Jays,Detroit Tigers,1,18,15
19910426,Cincinnati Reds,Chicago Cubs,2,16,18
19910426,Houston Astros,Atlanta Braves,-5,16,14
19910426,Los Angeles Dodgers,San Francisco Giants,9,17,17
19910426,New York Mets,Pittsburgh Pirates,2,17,17
19910426,Philadelphia Phillies,San Diego Padres,-4,17,17
19910427,Baltimore Orioles,Milwaukee Brewers,-3,15,17
19910427,Chicago White Sox,New York Yankees,5,15,15
19910427,Kansas City Royals,Boston Red Sox,-2,16,16
19910427,Minnesota Twins,Seattle Mariners,5,18,18
19910427,Texas Rangers,Cleveland Indians,3,14,15
19910427,Toronto Blue Jays,Detroit Tigers,-2,19,16
19910427,Cincinnati Reds,Chicago Cubs,-5,17,19
19910427,Houston Astros,Atlanta Braves,-1,17,15
19910427,Los Angeles Dodgers,San Francisco Giants,-1,18,18
19910427,New York Mets,Pittsburgh Pirates,-9,18,18
19910427,Philadelphia Phillies,San Diego Padres,1,18,18
19910428,Baltimore Orioles,Milwaukee Brewers,1,16,18
19910428,Chicago White Sox,New York Yankees,3,16,16
19910428,Kansas City Royals,Boston Red Sox,-1,17,17
19910428,Minnesota Twins,Seattle Mariners,6,19,19
19910428,Texas Rangers,Cleveland Indians,-2,15,16
19910428,Toronto Blue Jays,Detroit Tigers,3,20,17
19910428,Cincinnati Reds,Chicago Cubs,1,18,20
19910428,Houston Astros,Atlanta Braves,2,18,16
19910428,Los Angeles Dodgers,San Francisco Giants,4,19,19
19910428,New York Mets,Pittsburgh Pirates,-4,19,19
19910428,Philadelphia Phillies,San Diego Padres,7,19,19
19910429,Baltimore Orioles,Seattle Mariners,-9,17,20
19910429,Kansas City Royals,Detroit Tigers,-2,18,18
19910429,Philadelphia Phillies,San Diego Padres,5,20,20
19910429,St. Louis Cardinals,Atlanta Braves,1,20,17
19910430,Baltimore Orioles,Seattle Mariners,-3,18,21
19910430,Kansas City Royals,Detroit Tigers,-6,19,19
19910430,Milwaukee Brewers,Chicago White Sox,6,19,17
19910430,Minnesota Twins,Boston Red Sox,-2,20,18
19910430,Oakland Athletics,New York Yankees,4,20,17
19910430,Texas Rangers,Toronto Blue Jays,3,16,21
19910430,Chicago Cubs,Houston Astros,7,21,19
19910430,Cincinnati Reds,Pittsburgh Pirates,1,19,20
19910430,New York Mets,San Diego Padres,3,20,21
19910430,Philadelphia Phillies,San Francisco Giants,2,21,20
19910430,St. Louis Cardinals,Atlanta Braves,2,21,18
19910501,Baltimore Orioles,Seattle Mariners,1,19,22
19910501,Kansas City Royals,Detroit Tigers,-2,20,20
19910501,Milwaukee Brewers,Chicago White Sox,1,20,18
19910501,Minnesota Twins,Boston Red Sox,1,21,19
19910501,Oakland Athletics,New York Yankees,3,21,18
19910501,Texas Rangers,Toronto Blue Jays,3,17,22
19910501,Chicago Cubs,Houston Astros,3,22,20
19910501,Cincinnati Reds,Pittsburgh Pirates,-2,20,21
19910501,New York Mets,San Diego Padres,-1,21,22
19910501,Philadelphia Phillies,San Francisco Giants,3,22,21
19910501,St. Louis Cardinals,Atlanta Braves,-1,22,19
19910502,Kansas City Royals,Toronto Blue Jays,-2,21,23
19910502,Milwaukee Brewers,Minnesota Twins,4,21,22
19910503,Chicago White Sox,Boston Red Sox,-5,19,20
19910503,Detroit Tigers,Texas Rangers,1,21,18
19910503,Kansas City Royals,Toronto Blue Jays,-4,22,24
19910503,Milwaukee Brewers,Minnesota Twins,1,22,23
19910503,Oakland Athletics,Cleveland Indians,1,22,19
19910503,Seattle Mariners,New York Yankees,-5,23,19
19910503,Atlanta Braves,Chicago Cubs,3,20,23
19910503,Cincinnati Reds,St. Louis Cardinals,-2,21,23
19910503,New York Mets,San Francisco Giants,3,22,22
19910503,Philadelphia Phillies,Los Angeles Dodgers,-6,23,22
19910503,Pittsburgh Pirates,Houston Astros,1,22,21
19910504,Chicago White Sox,Boston Red Sox,-4,20,21
19910504,Detroit Tigers,Texas Rangers,-1,22,19
19910504,Kansas City Royals,Toronto Blue Jays,1,23,25
19910504,Milwaukee Brewers,Minnesota Twins,-3,23,24
19910504,Oakland Athletics,Cleveland Indians,-14,23,20
19910504,Seattle Mariners,New York Yankees,1,24,20
19910504,Atlanta Braves,Chicago Cubs,2,21,24
19910504,Cincinnati Reds,St. Louis Cardinals,2,22,24
19910504,New York Mets,San Francisco Giants,2,23,23
19910504,Philadelphia Phillies,Los Angeles Dodgers,1,24,23
19910504,Pittsburgh Pirates,Houston Astros,-5,23,22
19910505,Chicago White Sox,Boston Red Sox,-8,21,22
19910505,Detroit Tigers,Texas Rangers,1,23,20
19910505,Kansas City Royals,Toronto Blue Jays,-3,24,26
19910505,Milwaukee Brewers,Minnesota Twins,-3,24,25
19910505,Oakland Athletics,Cleveland Indians,-9,24,21
19910505,Seattle Mariners,New York Yankees,1,25,21
19910505,Atlanta Braves,Chicago Cubs,-3,22,25
19910505,Cincinnati Reds,St. Louis Cardinals,2,23,25
19910505,New York Mets,San Francisco Giants,-2,24,24
19910505,Philadelphia Phillies,Los Angeles Dodgers,-1,25,24
19910505,Pittsburgh Pirates,Houston Astros,-2,24,23
19910506,Seattle Mariners,New York Yankees,2,26,22
19910506,Houston Astros,Chicago Cubs,-1,24,26
19910506,Pittsburgh Pirates,Cincinnati Reds,2,25,24
19910507,Boston Red Sox,Minnesota Twins,-6,23,26
19910507,Chicago White Sox,Milwaukee Brewers,1,22,25
19910507,Detroit Tigers,Kansas City Royals,1,24,25
19910507,Oakland Athletics,Baltimore Orioles,8,25,24
19910507,Seattle Mariners,Cleveland Indians,1,27,22
19910507,Toronto Blue Jays,Texas Rangers,-1,27,21
19910507,Atlanta Braves,St. Louis Cardinals,7,23,26
19910507,Houston Astros,Chicago Cubs,-1,25,27
19910507,New York Mets,Los Angeles Dodgers,1,25,25
19910507,Pittsburgh Pirates,Cincinnati Reds,5,26,25
19910507,San Diego Padres,Philadelphia Phillies,2,26,26
19910508,Boston Red Sox,Minnesota Twins,5,24,27
19910508,Chicago White Sox,Milwaukee Brewers,1,23,26
19910508,Detroit Tigers,Kansas City Royals,4,25,26
19910508,Oakland Athletics,Baltimore Orioles,6,26,25
19910508,Seattle Mariners,Cleveland Indians,4,28,23
19910508,Toronto Blue Jays,Texas Rangers,2,28,22
19910508,Atlanta Braves,St. Louis Cardinals,16,24,27
19910508,Houston Astros,Chicago Cubs,2,26,28
19910508,New York Mets,Los Angeles Dodgers,-2,26,26
19910508,Pittsburgh Pirates,Cincinnati Reds,5,27,26
19910508,San Diego Padres,Philadelphia Phillies,-3,27,27
